data_hora,linha,estacao,produto,numero_serie,status,tempo_ciclo_segundos
2026-08-04 07:41:36,L02,POSTO04,PRODUTO_A,SN04000053,PASS,36
2026-08-04 07:42:24,L03,POSTO06,PRODUTO_A,SN04000054,PASS,44
2026-08-04 07:43:12,L04,POSTO07,PRODUTO_D,SN04000055,PASS,67
2026-08-04 07:44:00,L02,POSTO03,PRODUTO_D,SN04000056,PASS,52
2026-08-04 07:44:48,L01,POSTO01,PRODUTO_A,SN04000057,PASS,42
2026-08-04 07:45:36,L01,POSTO01,PRODUTO_B,SN04000058,PASS,50
2026-08-04 07:46:24,L02,POSTO04,PRODUTO_C,SN04000059,PASS,68
2026-08-04 07:47:12,L04,POSTO08,PRODUTO_A,SN04000060,PASS,42
2026-08-04 07:48:00,L01,POSTO01,PRODUTO_C,SN04000061,PASS,66
2026-08-04 07:48:48,L01,POSTO02,PRODUTO_B,SN04000062,PASS,41
2026-08-04 07:49:36,L01,POSTO02,PRODUTO_D,SN04000063,PASS,52
2026-08-04 07:50:24,L03,POSTO05,PRODUTO_C,SN04000064,FAIL,79
2026-08-04 07:51:12,L03,POSTO06,PRODUTO_A,SN04000065,PASS,47
2026-08-04 07:52:00,L03,POSTO06,PRODUTO_C,SN04000066,PASS,57
2026-08-04 07:52:48,L04,POSTO08,PRODUTO_C,SN04000067,PASS,54
2026-08-04 07:53:36,L02,POSTO04,PRODUTO_B,SN04000068,PASS,58
2026-08-04 07:54:24,L04,POSTO07,PRODUTO_D,SN04000069,PASS,70
2026-08-04 07:55:12,L03,POSTO06,PRODUTO_A,SN04000070,PASS,44
2026-08-04 07:56:00,L04,POSTO08,PRODUTO_C,SN04000071,PASS,62
2026-08-04 07:56:48,L03,POSTO06,PRODUTO_C,SN04000072,FAIL,81
2026-08-04 07:57:36,L03,POSTO06,PRODUTO_D,SN04000073,PASS,62
2026-08-04 07:58:24,L04,POSTO08,PRODUTO_A,SN04000074,PASS,45
2026-08-04 07:59:12,L01,POSTO02,PRODUTO_A,SN04000075,PASS,50
2026-08-04 08:00:00,L01,POSTO01,PRODUTO_B,SN04000076,PASS,47
2026-08-04 08:00:48,L01,POSTO01,PRODUTO_C,SN04000077,PASS,57
2026-08-04 08:01:36,L02,POSTO03,PRODUTO_B,SN04000078,PASS,63
2026-08-04 08:02:24,L02,POSTO04,PRODUTO_C,SN04000079,PASS,60
2026-08-04 08:03:12,L02,POSTO04,PRODUTO_D,SN04000080,PASS,67
2026-08-04 08:04:00,L01,POSTO02,PRODUTO_C,SN04000081,PASS,53
2026-08-04 08:04:48,L02,POSTO04,PRODUTO_D,SN04000082,PASS,64
2026-08-04 08:05:36,L02,POSTO03,PRODUTO_C,SN04000083,PASS,53
2026-08-04 08:06:24,L02,POSTO03,PRODUTO_C,SN04000084,PASS,44
2026-08-04 08:07:12,L02,POSTO04,PRODUTO_C,SN04000085,PASS,53
2026-08-04 08:08:00,L02,POSTO04,PRODUTO_A,SN04000086,PASS,50
2026-08-04 08:08:48,L02,POSTO04,PRODUTO_D,SN04000087,PASS,62
2026-08-04 08:09:36,L01,POSTO02,PRODUTO_D,SN04000088,PASS,55
2026-08-04 08:10:24,L02,POSTO04,PRODUTO_D,SN04000089,PASS,49
2026-08-04 08:11:12,L01,POSTO02,PRODUTO_D,SN04000090,PASS,57
2026-08-04 08:12:00,L02,POSTO03,PRODUTO_A,SN04000091,PASS,46
2026-08-04 08:12:48,L04,POSTO07,PRODUTO_C,SN04000092,PASS,66
2026-08-04 08:13:36,L01,POSTO01,PRODUTO_C,SN04000093,PASS,47
2026-08-04 08:14:24,L01,POSTO02,PRODUTO_B,SN04000094,PASS,54
2026-08-04 08:15:12,L04,POSTO07,PRODUTO_C,SN04000095,PASS,53
2026-08-04 08:16:00,L02,POSTO04,PRODUTO_A,SN04000096,PASS,44
2026-08-04 08:16:48,L03,POSTO05,PRODUTO_C,SN04000097,PASS,67
2026-08-04 08:17:36,L04,POSTO07,PRODUTO_B,SN04000098,PASS,59
2026-08-04 08:18:24,L04,POSTO07,PRODUTO_B,SN04000099,PASS,56
2026-08-04 08:19:12,L03,POSTO06,PRODUTO_A,SN04000100,PASS,51
2026-08-04 08:20:00,L03,POSTO06,PRODUTO_C,SN04000101,PASS,52
2026-08-04 08:20:48,L01,POSTO01,PRODUTO_B,SN04000102,PASS,42
2026-08-04 08:21:36,L02,POSTO03,PRODUTO_B,SN04000103,PASS,45
2026-08-04 08:22:24,L03,POSTO06,PRODUTO_A,SN04000104,PASS,42
2026-08-04 08:23:12,L03,POSTO05,PRODUTO_C,SN04000105,PASS,63
2026-08-04 08:24:00,L04,POSTO08,PRODUTO_C,SN04000106,PASS,54
2026-08-04 08:24:48,L02,POSTO04,PRODUTO_A,SN04000107,PASS,51
2026-08-04 08:25:36,L04,POSTO08,PRODUTO_B,SN04000108,PASS,50
2026-08-04 08:26:24,L01,POSTO02,PRODUTO_B,SN04000109,PASS,47
2026-08-04 08:27:12,L02,POSTO04,PRODUTO_A,SN04000110,PASS,44
2026-08-04 08:28:00,L03,POSTO05,PRODUTO_B,SN04000111,PASS,49
2026-08-04 08:28:48,L04,POSTO08,PRODUTO_C,SN04000112,PASS,56
2026-08-04 08:29:36,L04,POSTO08,PRODUTO_B,SN04000113,PASS,53
2026-08-04 08:30:24,L02,POSTO03,PRODUTO_D,SN04000114,PASS,54
2026-08-04 08:31:12,L01,POSTO02,PRODUTO_C,SN04000115,PASS,51
2026-08-04 08:32:00,L04,POSTO08,PRODUTO_A,SN04000116,PASS,50
2026-08-04 08:32:48,L02,POSTO04,PRODUTO_A,SN04000117,PASS,50
2026-08-04 08:33:36,L02,POSTO03,PRODUTO_B,SN04000118,PASS,48
2026-08-04 08:34:24,L02,POSTO03,PRODUTO_B,SN04000119,PASS,59
2026-08-04 08:35:12,L01,POSTO01,PRODUTO_D,SN04000120,PASS,55
2026-08-04 08:36:00,L04,POSTO08,PRODUTO_B,SN04000121,PASS,62
2026-08-04 08:36:48,L04,POSTO07,PRODUTO_C,SN04000122,PASS,65
2026-08-04 08:37:36,L02,POSTO03,PRODUTO_B,SN04000123,PASS,60
2026-08-04 08:38:24,L01,POSTO01,PRODUTO_B,SN04000124,PASS,58
2026-08-04 08:39:12,L04,POSTO08,PRODUTO_A,SN04000125,PASS,53
2026-08-04 08:40:00,L02,POSTO03,PRODUTO_C,SN04000126,PASS,50
2026-08-04 08:40:48,L01,POSTO01,PRODUTO_B,SN04000127,PASS,54
2026-08-04 08:41:36,L04,POSTO08,PRODUTO_C,SN04000128,PASS,55
2026-08-04 08:42:24,L03,POSTO05,PRODUTO_B,SN04000129,PASS,41
2026-08-04 08:43:12,L01,POSTO01,PRODUTO_C,SN04000130,PASS,52
2026-08-04 08:44:00,L01,POSTO02,PRODUTO_B,SN04000131,PASS,46
2026-08-04 08:44:48,L03,POSTO05,PRODUTO_D,SN04000132,PASS,68
2026-08-04 08:45:36,L02,POSTO03,PRODUTO_C,SN04000133,PASS,56
2026-08-04 08:46:24,L04,POSTO07,PRODUTO_A,SN04000134,PASS,54
2026-08-04 08:47:12,L02,POSTO03,PRODUTO_B,SN04000135,PASS,55
2026-08-04 08:48:00,L03,POSTO06,PRODUTO_B,SN04000136,PASS,57
2026-08-04 08:48:48,L04,POSTO08,PRODUTO_B,SN04000137,PASS,51
2026-08-04 08:49:36,L02,POSTO03,PRODUTO_D,SN04000138,FAIL,91
2026-08-04 08:50:24,L03,POSTO05,PRODUTO_B,SN04000139,PASS,54
2026-08-04 08:51:12,L03,POSTO06,PRODUTO_B,SN04000140,PASS,56
2026-08-04 08:52:00,L04,POSTO07,PRODUTO_B,SN04000141,PASS,58
2026-08-04 08:52:48,L04,POSTO08,PRODUTO_B,SN04000142,PASS,50
2026-08-04 08:53:36,L01,POSTO02,PRODUTO_D,SN04000143,PASS,56
2026-08-04 08:54:24,L04,POSTO08,PRODUTO_A,SN04000144,PASS,53
2026-08-04 08:55:12,L01,POSTO02,PRODUTO_B,SN04000145,PASS,57
2026-08-04 08:56:00,L01,POSTO02,PRODUTO_B,SN04000146,PASS,45
2026-08-04 08:56:48,L02,POSTO04,PRODUTO_D,SN04000147,PASS,62
2026-08-04 08:57:36,L02,POSTO03,PRODUTO_A,SN04000148,PASS,48
2026-08-04 08:58:24,L03,POSTO05,PRODUTO_D,SN04000149,PASS,56
2026-08-04 08:59:12,L01,POSTO01,PRODUTO_A,SN04000150,PASS,48
2026-08-04 09:00:00,L03,POSTO06,PRODUTO_D,SN04000151,PASS,54
2026-08-04 09:00:48,L03,POSTO05,PRODUTO_A,SN04000152,PASS,54
2026-08-04 09:01:36,L01,POSTO01,PRODUTO_B,SN04000153,PASS,54
2026-08-04 09:02:24,L01,POSTO02,PRODUTO_C,SN04000154,PASS,59
2026-08-04 09:03:12,L01,POSTO02,PRODUTO_D,SN04000155,PASS,60
2026-08-04 09:04:00,L01,POSTO01,PRODUTO_B,SN04000156,PASS,54
2026-08-04 09:04:48,L01,POSTO01,PRODUTO_D,SN04000157,PASS,52
2026-08-04 09:05:36,L03,POSTO06,PRODUTO_D,SN04000158,PASS,69
2026-08-04 09:06:24,L03,POSTO06,PRODUTO_D,SN04000159,PASS,49
2026-08-04 09:07:12,L02,POSTO03,PRODUTO_A,SN04000160,PASS,48
2026-08-04 09:08:00,L04,POSTO07,PRODUTO_A,SN04000161,PASS,59
2026-08-04 09:08:48,L04,POSTO08,PRODUTO_B,SN04000162,PASS,55
2026-08-04 09:09:36,L01,POSTO01,PRODUTO_Y,SN04000163,PASS,52
2026-08-04 09:10:24,L03,POSTO05,PRODUTO_A,SN04000164,PASS,41
2026-08-04 09:11:12,L04,POSTO07,PRODUTO_A,SN04000165,PASS,42
2026-08-04 09:12:00,L04,POSTO07,PRODUTO_A,SN04000166,PASS,53
2026-08-04 09:12:48,L04,POSTO08,PRODUTO_B,SN04000167,PASS,53
2026-08-04 09:13:36,L01,POSTO02,PRODUTO_D,SN04000168,PASS,54
2026-08-04 09:14:24,L04,POSTO08,PRODUTO_C,SN04000169,PASS,60
2026-08-04 09:15:12,L03,POSTO05,PRODUTO_C,SN04000170,FAIL,63
2026-08-04 09:16:00,L03,POSTO06,PRODUTO_A,SN04000171,PASS,47
2026-08-04 09:16:48,L03,POSTO05,PRODUTO_C,SN04000172,PASS,64
2026-08-04 09:17:36,L03,POSTO06,PRODUTO_A,SN04000173,PASS,49
2026-08-04 09:18:24,L02,POSTO04,PRODUTO_B,SN04000174,PASS,56
2026-08-04 09:19:12,L03,POSTO06,PRODUTO_A,SN04000175,PASS,46
2026-08-04 09:20:00,L03,POSTO05,PRODUTO_C,SN04000176,PASS,64
2026-08-04 09:20:48,L01,POSTO02,PRODUTO_D,SN04000177,PASS,56
2026-08-04 09:21:36,L02,POSTO03,PRODUTO_D,SN04000178,PASS,66
2026-08-04 09:22:24,L03,POSTO06,PRODUTO_A,SN04000179,PASS,46
2026-08-04 09:23:12,L02,POSTO03,PRODUTO_A,SN04000180,PASS,42
2026-08-04 09:24:00,L01,POSTO01,PRODUTO_B,SN04000181,PASS,48
2026-08-04 09:24:48,L04,POSTO08,PRODUTO_X,SN04000182,FAIL,65
2026-08-04 09:25:36,L04,POSTO08,PRODUTO_B,SN04000183,PASS,57
2026-08-04 09:26:24,L02,POSTO03,PRODUTO_A,SN04000184,PASS,50
2026-08-04 09:27:12,L01,POSTO01,PRODUTO_Y,SN04000185,PASS,69
2026-08-04 09:28:00,L02,POSTO04,PRODUTO_D,SN04000186,PASS,60
2026-08-04 09:28:48,L04,POSTO08,PRODUTO_D,SN04000187,FAIL,64
2026-08-04 09:29:36,L04,POSTO08,PRODUTO_B,SN04000188,PASS,59
2026-08-04 09:30:24,L01,POSTO02,PRODUTO_C,SN04000189,PASS,61
2026-08-04 09:31:12,L01,POSTO01,PRODUTO_D,SN04000190,PASS,51
2026-08-04 09:32:00,L02,POSTO03,PRODUTO_B,SN04000191,PASS,58
2026-08-04 09:32:48,L03,POSTO05,PRODUTO_A,SN04000192,PASS,50
2026-08-04 09:33:36,L02,POSTO04,PRODUTO_D,SN04000193,PASS,51
2026-08-04 09:34:24,L02,POSTO04,PRODUTO_B,SN04000194,PASS,51
2026-08-04 09:35:12,L03,POSTO05,PRODUTO_D,SN04000195,PASS,55
2026-08-04 09:36:00,L01,POSTO02,PRODUTO_A,SN04000196,PASS,35
2026-08-04 09:36:48,L02,POSTO04,PRODUTO_D,SN04000197,PASS,60
2026-08-04 09:37:36,L04,POSTO07,PRODUTO_C,SN04000198,PASS,57
2026-08-04 09:38:24,L02,POSTO03,PRODUTO_D,SN04000199,PASS,59
2026-08-04 09:39:12,L04,POSTO08,PRODUTO_C,SN04000200,PASS,65
2026-08-04 09:40:00,L04,POSTO08,PRODUTO_B,SN04000201,PASS,56
2026-08-04 09:40:48,L02,POSTO03,PRODUTO_D,SN04000202,PASS,69
2026-08-04 09:41:36,L01,POSTO02,PRODUTO_D,SN04000203,PASS,55
2026-08-04 09:42:24,L04,POSTO07,PRODUTO_A,SN04000204,PASS,54
2026-08-04 09:43:12,L04,POSTO07,PRODUTO_C,SN04000205,PASS,56
2026-08-04 09:44:00,L04,POSTO07,PRODUTO_C,SN04000206,PASS,56
2026-08-04 09:44:48,L01,POSTO02,PRODUTO_C,SN04000207,PASS,46
2026-08-04 09:45:36,L01,POSTO01,PRODUTO_A,SN04000208,PASS,44
2026-08-04 09:46:24,L03,POSTO05,PRODUTO_D,SN04000209,PASS,62
2026-08-04 09:47:12,L02,POSTO04,PRODUTO_A,SN04000210,PASS,51
2026-08-04 09:48:00,L02,POSTO03,PRODUTO_C,SN04000211,PASS,63
2026-08-04 09:48:48,L01,POSTO01,PRODUTO_X,SN04000212,PASS,61
2026-08-04 09:49:36,L01,POSTO01,PRODUTO_C,SN04000213,PASS,45
2026-08-04 09:50:24,L01,POSTO01,PRODUTO_C,SN04000214,PASS,60
2026-08-04 09:51:12,L02,POSTO03,PRODUTO_B,SN04000215,PASS,49
2026-08-04 09:52:00,L03,POSTO05,PRODUTO_C,SN04000216,PASS,63
2026-08-04 09:52:48,L01,POSTO01,PRODUTO_D,SN04000217,PASS,56
2026-08-04 09:53:36,L01,POSTO01,PRODUTO_B,SN04000218,PASS,56
2026-08-04 09:54:24,L02,POSTO03,PRODUTO_D,SN04000219,PASS,58
2026-08-04 09:55:12,L01,POSTO02,PRODUTO_A,SN04000220,PASS,40
2026-08-04 09:56:00,L04,POSTO07,PRODUTO_B,SN04000221,PASS,56
2026-08-04 09:56:48,L01,POSTO01,PRODUTO_D,SN04000222,PASS,60
2026-08-04 09:57:36,L03,POSTO05,PRODUTO_A,SN04000223,PASS,52
2026-08-04 09:58:24,L01,POSTO01,PRODUTO_B,SN04000224,PASS,47
2026-08-04 09:59:12,L04,POSTO07,PRODUTO_A,SN04000225,PASS,54
2026-08-04 10:00:00,L04,POSTO08,PRODUTO_B,SN04000226,PASS,57
2026-08-04 10:00:48,L03,POSTO06,PRODUTO_A,SN04000227,PASS,51
2026-08-04 10:01:36,L03,POSTO06,PRODUTO_D,SN04000228,PASS,53
2026-08-04 10:02:24,L04,POSTO07,PRODUTO_C,SN04000229,PASS,52
2026-08-04 10:03:12,L03,POSTO06,PRODUTO_A,SN04000230,PASS,61
2026-08-04 10:04:00,L01,POSTO02,PRODUTO_A,SN04000231,PASS,56
2026-08-04 10:04:48,L02,POSTO04,PRODUTO_D,SN04000232,PASS,55
2026-08-04 10:05:36,L02,POSTO04,PRODUTO_A,SN04000233,PASS,46
2026-08-04 10:06:24,L04,POSTO07,PRODUTO_A,SN04000234,PASS,52
2026-08-04 10:07:12,L03,POSTO05,PRODUTO_A,SN04000235,PASS,40
2026-08-04 10:08:00,L01,POSTO02,PRODUTO_B,SN04000236,PASS,47
2026-08-04 10:08:48,L03,POSTO05,PRODUTO_B,SN04000237,PASS,56
2026-08-04 10:09:36,L04,POSTO08,PRODUTO_C,SN04000238,PASS,58
2026-08-04 10:10:24,L02,POSTO04,PRODUTO_A,SN04000239,PASS,55
2026-08-04 10:11:12,L02,POSTO04,PRODUTO_A,SN04000240,PASS,45
2026-08-04 10:12:00,L02,POSTO03,PRODUTO_C,SN04000241,PASS,53
2026-08-04 10:12:48,L02,POSTO04,PRODUTO_D,SN04000242,PASS,50
2026-08-04 10:13:36,L03,POSTO06,PRODUTO_C,SN04000243,PASS,59
2026-08-04 10:14:24,L04,POSTO08,PRODUTO_C,SN04000244,PASS,56
2026-08-04 10:15:12,L04,POSTO08,PRODUTO_C,SN04000245,PASS,57
2026-08-04 10:16:00,L04,POSTO07,PRODUTO_B,SN04000246,PASS,56
2026-08-04 10:16:48,L04,POSTO08,PRODUTO_D,SN04000247,PASS,65
2026-08-04 10:17:36,L03,POSTO06,PRODUTO_D,SN04000248,PASS,53
2026-08-04 10:18:24,L02,POSTO04,PRODUTO_C,SN04000249,PASS,59
2026-08-04 10:19:12,L04,POSTO08,PRODUTO_B,SN04000250,PASS,55
2026-08-04 10:20:00,L01,POSTO02,PRODUTO_D,SN04000251,PASS,54
2026-08-04 10:20:48,L04,POSTO07,PRODUTO_C,SN04000252,PASS,52
2026-08-04 10:21:36,L01,POSTO02,PRODUTO_B,SN04000253,PASS,51
2026-08-04 10:22:24,L03,POSTO05,PRODUTO_A,SN04000254,PASS,42
2026-08-04 10:23:12,L04,POSTO08,PRODUTO_A,SN04000255,PASS,58
2026-08-04 10:24:00,L03,POSTO05,PRODUTO_B,SN04000256,PASS,51
2026-08-04 10:24:48,L04,POSTO07,PRODUTO_C,SN04000257,PASS,61
2026-08-04 10:25:36,L04,POSTO08,PRODUTO_B,SN04000258,PASS,47
2026-08-04 10:26:24,L04,POSTO07,PRODUTO_C,SN04000259,PASS,55
2026-08-04 10:27:12,L02,POSTO04,PRODUTO_B,SN04000260,PASS,63
2026-08-04 10:28:00,L03,POSTO05,PRODUTO_B,SN04000261,PASS,43
2026-08-04 10:28:48,L02,POSTO04,PRODUTO_B,SN04000262,PASS,58
2026-08-04 10:29:36,L03,POSTO06,PRODUTO_D,SN04000263,PASS,61
2026-08-04 10:30:24,L03,POSTO06,PRODUTO_C,SN04000264,PASS,60
2026-08-04 10:31:12,L02,POSTO03,PRODUTO_B,SN04000265,PASS,59
2026-08-04 10:32:00,L03,POSTO06,PRODUTO_A,SN04000266,PASS,45
2026-08-04 10:32:48,L01,POSTO02,PRODUTO_A,SN04000267,PASS,43
2026-08-04 10:33:36,L04,POSTO07,PRODUTO_C,SN04000268,PASS,57
2026-08-04 10:34:24,L03,POSTO05,PRODUTO_C,SN04000269,PASS,58
2026-08-04 10:35:12,L01,POSTO02,PRODUTO_C,SN04000270,PASS,58
2026-08-04 10:36:00,L01,POSTO02,PRODUTO_B,SN04000271,PASS,46
2026-08-04 10:36:48,L03,POSTO06,PRODUTO_A,SN04000272,FAIL,59
2026-08-04 10:37:36,L03,POSTO05,PRODUTO_C,SN04000273,PASS,61
2026-08-04 10:38:24,L01,POSTO02,PRODUTO_B,SN04000274,PASS,58
2026-08-04 10:39:12,L02,POSTO03,PRODUTO_D,SN04000275,PASS,58
2026-08-04 10:40:00,L02,POSTO04,PRODUTO_D,SN04000276,PASS,55
2026-08-04 10:40:48,L04,POSTO07,PRODUTO_B,SN04000277,PASS,56
2026-08-04 10:41:36,L04,POSTO08,PRODUTO_X,SN04000278,PASS,64
2026-08-04 10:42:24,L01,POSTO01,PRODUTO_D,SN04000279,PASS,64
2026-08-04 10:43:12,L02,POSTO04,PRODUTO_B,SN04000280,PASS,52
2026-08-04 10:44:00,L02,POSTO03,PRODUTO_A,SN04000281,PASS,50
2026-08-04 10:44:48,L02,POSTO03,PRODUTO_A,SN04000282,PASS,48
2026-08-04 10:45:36,L04,POSTO08,PRODUTO_C,SN04000283,PASS,61
2026-08-04 10:46:24,L04,POSTO07,PRODUTO_C,SN04000284,PASS,55
2026-08-04 10:47:12,L02,POSTO03,PRODUTO_D,SN04000285,PASS,53
2026-08-04 10:48:00,L02,POSTO03,PRODUTO_A,SN04000286,PASS,54
2026-08-04 10:48:48,L03,POSTO06,PRODUTO_A,SN04000287,PASS,46
2026-08-04 10:49:36,L01,POSTO01,PRODUTO_B,SN04000288,PASS,47
2026-08-04 10:50:24,L01,POSTO01,PRODUTO_B,SN04000289,PASS,55
2026-08-04 10:51:12,L04,POSTO07,PRODUTO_B,SN04000290,PASS,57
2026-08-04 10:52:00,L03,POSTO05,PRODUTO_A,SN04000291,PASS,46
2026-08-04 10:52:48,L01,POSTO01,PRODUTO_D,SN04000292,PASS,49
2026-08-04 10:53:36,L01,POSTO01,PRODUTO_C,SN04000293,PASS,57
2026-08-04 10:54:24,L03,POSTO06,PRODUTO_B,SN04000294,PASS,52
2026-08-04 10:55:12,L02,POSTO03,PRODUTO_D,SN04000295,PASS,68
2026-08-04 10:56:00,L01,POSTO01,PRODUTO_A,SN04000296,PASS,42
2026-08-04 10:56:48,L02,POSTO04,PRODUTO_D,SN04000297,PASS,65
2026-08-04 10:57:36,L01,POSTO01,PRODUTO_A,SN04000298,PASS,45
2026-08-04 10:58:24,L01,POSTO02,PRODUTO_D,SN04000299,PASS,53
2026-08-04 10:59:12,L01,POSTO01,PRODUTO_B,SN04000300,PASS,51
2026-08-04 11:00:00,L01,POSTO01,PRODUTO_D,SN04000301,PASS,59
2026-08-04 11:00:48,L02,POSTO04,PRODUTO_B,SN04000302,PASS,55
2026-08-04 11:01:36,L04,POSTO08,PRODUTO_B,SN04000303,PASS,52
2026-08-04 11:02:24,L01,POSTO01,PRODUTO_A,SN04000304,PASS,41
2026-08-04 11:03:12,L04,POSTO08,PRODUTO_D,SN04000305,PASS,60
2026-08-04 11:04:00,L03,POSTO05,PRODUTO_A,SN04000306,PASS,46
2026-08-04 11:04:48,L02,POSTO03,PRODUTO_C,SN04000307,PASS,58
2026-08-04 11:05:36,L04,POSTO08,PRODUTO_A,SN04000308,PASS,52
2026-08-04 11:06:24,L04,POSTO08,PRODUTO_C,SN04000309,PASS,58
2026-08-04 11:07:12,L04,POSTO08,PRODUTO_X,SN04000310,PASS,69
2026-08-04 11:08:00,L03,POSTO05,PRODUTO_B,SN04000311,PASS,57
2026-08-04 11:08:48,L02,POSTO03,PRODUTO_B,SN04000312,PASS,47
2026-08-04 11:09:36,L01,POSTO01,PRODUTO_B,SN04000313,PASS,50
2026-08-04 11:10:24,L04,POSTO08,PRODUTO_D,SN04000314,PASS,61
2026-08-04 11:11:12,L04,POSTO08,PRODUTO_C,SN04000315,PASS,67
2026-08-04 11:12:00,L03,POSTO06,PRODUTO_C,SN04000316,PASS,64
2026-08-04 11:12:48,L03,POSTO05,PRODUTO_C,SN04000317,PASS,64
2026-08-04 11:13:36,L01,POSTO02,PRODUTO_C,SN04000318,PASS,56
2026-08-04 11:14:24,L04,POSTO07,PRODUTO_A,SN04000319,PASS,56
2026-08-04 11:15:12,L01,POSTO01,PRODUTO_A,SN04000320,PASS,48
2026-08-04 11:16:00,L03,POSTO05,PRODUTO_D,SN04000321,FAIL,63
2026-08-04 11:16:48,L04,POSTO07,PRODUTO_C,SN04000322,PASS,61
2026-08-04 11:17:36,L03,POSTO06,PRODUTO_C,SN04000323,PASS,59
